Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
295,"{'id': 'reuters', 'name': 'Reuters'}",,Philippines says Chinese militia boats' in South China Sea violate its maritime rights - Reuters Canada,Philippines says Chinese militia boats' in South China Sea violate its maritime rights  Reuters Canada,,2021-03-21T10:58:53Z,"Emerging Markets
Reuters Staff
MANILA (Reuters) - The Philippines defence minister called on China on Sunday to recall some 220 Chinese militia boats spotted in the disputed South China Sea, saying… [+431 chars]"
296,"{'id': 'reuters', 'name': 'Reuters'}",Enrico Dela Cruz,Iron ore recovers as Port Hedland shipments to China hit two-year low - Reuters,Iron ore recovers as Port Hedland shipments to China hit two-year low  Reuters,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T05:07:00Z,"* Dalian iron ore up as much as 3.6% after two-day fall
* SGX iron ore recoups early losses, rises for second day
* Port Hedland Feb iron ore shipments to China hit 30.7 mln T
March 11 (Reuters) -… [+1898 chars]"
297,"{'id': 'reuters', 'name': 'Reuters'}",,"Washington invites leaders of Russia, China to a climate summit - Reuters","Washington invites leaders of Russia, China to a climate summit  Reuters",,2021-03-26T19:31:33Z,"FILE PHOTO: U.S. President Joe Biden speaks to reporters as he holds his first formal news conference in the East Room of the White House in Washington, U.S., March 25, 2021. REUTERS/Leah Millis
Chi… [+400 chars]"
298,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Aria Alamalhodaei,Volkswagen will bring 240 gigawatt hours of battery production capacity to Europe by 2030,"Volkswagen AG is gearing up to seize the top spot as the world’s largest electric vehicle manufacturer with plans announced Monday to have six 40 Gigawatt hour (GWh) battery cell production plants in operation in Europe by 2030. To get there, the automaker pu…",https://techcrunch.com/wp-content/uploads/2021/03/DB2021AL00263_large.jpg?w=600,2021-03-15T14:32:15Z,Volkswagen AG is gearing up to seize the top spot as the worlds largest electric vehicle manufacturer with plans announced Monday to have six 40 Gigawatt hour (GWh) battery cell production plants in … [+1696 chars]
299,"{'id': 'mashable', 'name': 'Mashable'}",Kellen Beck,'Avatar' beats 'Avengers: Endgame' to take back highest-grossing title,"In the biggest, most shocking box office comeback of all time, the 2009 movie Avatar returned to theaters in China Friday and took back its highest-grossing crown from 2019's Avengers: Endgame.
That's right — the movie about blue aliens living on a lushly veg…",https://mondrian.mashable.com/2021%252F03%252F13%252F1b%252Fdf82277c83ec4b1c9ad47881e080dbaa.38cce.png%252F1200x630.png?signature=CC15xLupDW4dr2UFUy71MLJMcdQ=,2021-03-13T15:24:32Z,"In the biggest, most shocking box office comeback of all time, the 2009 movie Avatar returned to theaters in China Friday and took back its highest-grossing crown from 2019's Avengers: Endgame.
That… [+1781 chars]"
300,"{'id': None, 'name': 'Lifehacker.com'}",Brendan Hesse,How to Find an Apple Product's 'Reparability Score',"Thanks to new economic regulations in France, it’s now easier to judge the reparability of Apple’s products anywhere in the world.Read more...","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/mnnxu7yabssxbd3jvaog.jpg",2021-03-01T20:00:00Z,"Thanks to new economic regulations in France, its now easier to judge the reparability of Apples products anywhere in the world.
Starting in 2022, France will require all companies to provide repara… [+2001 chars]"
301,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Natasha Lomas,France’s competition authority declines to block Apple’s opt-in consent for iOS app tracking,Apple has fended off an attempt by advertisers in France to use a competition complaint route to derail incoming pro-privacy changes in iOS that will require third party apps to obtain users’ consent before they can track them. The French competition authorit…,https://techcrunch.com/wp-content/uploads/2020/06/Screen-Shot-2020-06-22-at-1.55.14-PM.jpg?w=710,2021-03-17T16:58:30Z,Apple has fended off an attempt by advertisers in France to use a competition complaint route to derail incoming pro-privacy changes in iOS that will require third party apps to obtain users’ consent… [+3731 chars]
302,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,The vaccine misinformation battle raging in France,Online conspiracy theories are exacerbating existing vaccine scepticism.,https://ichef.bbci.co.uk/news/1024/branded_news/15253/production/_117711668_gettyimages-1229955814.jpg,2021-03-27T01:04:56Z,"BBC TrendingIn-depth reporting on social media
image copyrightGetty Images
France is one of the most vaccine-sceptical countries in the world - fertile ground for hard-line anti-vaccine activists s… [+8064 chars]"
303,"{'id': None, 'name': 'New York Times'}",Jesse Green,Should the American Theater Take French Lessons?,"Arts workers are protesting closings and occupying playhouses all over France. On Broadway, that drama has yet to open.",https://static01.nyt.com/images/2021/03/18/arts/17theater-protest1/17theater-protest1-facebookJumbo.jpg,2021-03-17T19:20:55Z,"Behind the statistics is an abiding strain of prejudice, dating back to the Puritan settlement, that sees cultural work, especially stage acting, as a species of childs play or worse. In An Essay on … [+1943 chars]"
304,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,France seeks Unesco heritage status for the baguette,France has nominated the baguette for inclusion on Unesco's intangible cultural heritage register.,https://ichef.bbci.co.uk/news/1024/branded_news/150CE/production/_117722268_mediaitem117722264.jpg,2021-03-26T18:03:39Z,"image captionThe status is designed to protect traditions, knowledge and skills, so they are not lost over time
When you think of Unesco heritage status, Stonehenge, the Taj Mahal or the Great Barri… [+1871 chars]"
305,"{'id': 'bbc-news', 'name': 'BBC News'}",,France coach Galthie backed despite leaving bubble to watch son play rugby,France coach Fabien Galthie is backed by his federation despite getting Covid-19 after leaving the squad's bubble.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/17C86/production/_117341479_gettyimages-1211154384.jpg,2021-03-01T12:16:07Z,"Galthie (left) and Laporte - a former France coach himself - have worked together for many years
France head coach Fabien Galthie has been backed by his federation despite leaving the squad's bubble… [+1429 chars]"
306,"{'id': 'bbc-news', 'name': 'BBC News'}",,Powerhouse centre Vakatawa back in France team to face England,France welcome back centre Virimi Vakatawa into the starting XV to face England at Twickenham in the Six Nations on Saturday.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/174B5/production/_117531459_vakatawa_getty.jpg,2021-03-11T12:22:06Z,"Virimi Vakatawa (left) and Romain Ntamack, who started France's win over England in last year's Six Nations, are both back from injury
<table><tr><th>Guinness Six Nations: England v France</th></tr>… [+1434 chars]"
307,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Covid: France and Poland increase lockdown measures as infections surge,"Some 21 million people in France are affected, while in Poland shops and hotels are shut nationwide.",https://ichef.bbci.co.uk/news/1024/branded_news/1846/production/_117641260_64e5e86f-9cb7-4ab6-bc5a-16416e058a75.jpg,2021-03-20T03:21:58Z,"image captionIn France, the new restrictions are not as strict as the previous lockdown
France and Poland have reintroduced partial lockdowns as both countries battle a sharp rise in Covid infection… [+4344 chars]"
308,"{'id': None, 'name': 'New York Times'}",Gisela Williams,A Provençal Estate That Is a Home and a Gallery,"Near Grasse, France, an Italian curator has created a rustic residence and an outdoor exhibition space dedicated to the work of artists she admires.",https://static01.nyt.com/images/2021/03/02/t-magazine/02tmag-valentina-slide-RBPK/02tmag-valentina-slide-RBPK-facebookJumbo.jpg,2021-03-02T13:00:07Z,"GROWING UP IN Florence, Italy, the curator Valentina Guidi Ottobri was surrounded by architectural wonders: Here was the striking 12th-century black-and-white Baptistery of St. John the Baptist; ther… [+5527 chars]"
309,"{'id': 'bbc-news', 'name': 'BBC News'}",,Rugby Union: France deny Wales at the death,France inflict heartbreak on Wales as they seal late victory in dramatic fashion to deny Wayne Pivac's side a Grand Slam in Paris.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/1AE4/production/_117648860_france_joy_getty.jpg,2021-03-20T22:04:57Z,"<table><tr><th>Guinness Six Nations: France v Wales</th></tr>
<tr><td>France (17) 32</td></tr><tr><td>Tries: Taofifenua, Dupont, Ollivon, Dulin Cons: Jalibert 2, Ntamack Pens: Ntamack 2</td></tr><tr… [+2295 chars]"
310,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Coronavirus: France accuses UK of 'blackmail' over vaccine exports,The row over Covid vaccination supplies escalates after France's foreign minister criticises the UK.,https://ichef.bbci.co.uk/news/1024/branded_news/0516/production/_117720310_tv066099101.jpg,2021-03-26T15:42:36Z,"image captionFrance's vaccine rollout - along with the rest of the EU - is lagging behind the UK's
France has accused the UK of ""blackmail"" over its handling of coronavirus vaccine exports, amid con… [+5101 chars]"
311,"{'id': None, 'name': 'New York Times'}",Roslyn Sulcas,"Patrick Dupond, French Ballet Virtuoso, Dies at 61","Renowned as both a star dancer and the director of the Paris Opera Ballet, he was a household name in France from an early age.",https://static01.nyt.com/images/2021/03/11/obituaries/11Dupond2/11Dupond2-facebookJumbo.jpg,2021-03-13T17:02:01Z,"At 16, Mr. Dupond was accepted into the Paris Opera Ballet, and Mr. Bozzoni suggested he enter the Varna competition. After winning the gold medal, he steadily ascended the Paris Opera ranks although… [+1712 chars]"
312,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Piano acquires analytics company AT Internet,"Piano is expanding its platform for digital publishers with the acquisition of AT Internet, a 25-year-old analytics company based in France. Even if you don’t recognize Piano as a company, TechCrunch readers will probably be familiar with the product, since w…",https://techcrunch.com/wp-content/uploads/2021/02/GettyImages-1173032433.jpg?w=640,2021-03-02T14:00:51Z,"Piano is expanding its platform for digital publishers with the acquisition of AT Internet, a 25-year-old analytics company based in France.
Even if you dont recognize Piano as a company, TechCrunch… [+2125 chars]"
313,"{'id': 'bbc-news', 'name': 'BBC News'}",,Six Nations 2021: England v France - Max Malins to make first start,Max Malins will make his first start for England after being named at full-back for Saturday's Six Nations match with France at Twickenham.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/13590/production/_97584297_breaking_news.png,2021-03-11T11:00:15Z,"<table><tr><th>Guinness Six Nations: England v France</th></tr>
<tr><td>Venue: Twickenham Stadium Date: Saturday, 13 March Kick-off: 16:45 GMT</td></tr><tr><td>Coverage: Listen to commentary on BBC … [+826 chars]"
314,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,WTA roundup: Kristina Mladenovic survives upset bid at Lyon - Reuters,"Fourth-seeded Kristina Mladenovic of France survived a two-hour, 42-minute test in Tuesday's first round to advance in the Lyon Open in France.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553519055&r=LYNXNPEH211L8&w=800,2021-03-02T23:15:00Z,"By Reuters Staff
FILE PHOTO: Tennis - French Open - Roland Garros, Paris, France - September 29, 2020 France's Kristina Mladenovic during her first round match against Germany's Laura Siegemund REUT… [+1528 chars]"
315,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Former Sarkozy minister Bertrand says will run for president in 2022 - Reuters,"Xavier Bertrand, a former minister who now leads the Hauts-de-France region in northern France, said in a magazine interview he would run for president in 2022.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556078889&r=LYNXMPEH2N1SI&w=800,2021-03-24T18:28:00Z,"By Reuters Staff
FILE PHOTO: Hauts-de-France region president Xavier Bertrand, wearing a protective face mask, is seen before a meeting at the Bridgestone's tyre plant in Bethune, France, September … [+680 chars]"
316,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,France coronavirus: Paris cuts non-Covid treatment amid intensive care surge,"Non-coronavirus care is reduced by 40% but a new lockdown is a ""last resort"", officials say.",https://ichef.bbci.co.uk/news/1024/branded_news/12822/production/_117501857_mediaitem117501856.jpg,2021-03-09T11:40:40Z,"image captionThe ICU unit at the Melun-Senart hospital near Paris. The situation in the region is ""very tense""
Hospitals in and around Paris have been told to reduce non-Covid treatments by 40%, as … [+3531 chars]"
317,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,France to return Klimt painting sold under duress during Nazi era,A Jewish family was forced to sell Rosiers sous les Arbres after the Nazis annexed Austria in 1938.,https://ichef.bbci.co.uk/news/1024/branded_news/156EC/production/_117588778_066252643.jpg,2021-03-16T00:38:36Z,"image captionRosiers sous les Arbres is the only painting by Gustav Klimt owned by the French state, culture minister Roselyne Bachelot said
France is to return a painting by the Austrian artist Gus… [+2068 chars]"
318,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Tour de France to start from Bilbao in 2023 - organisers - Reuters,"The 2023 Tour de France will set off from Bilbao, marking the sixth time in 10 editions that the world's most famous cycling race starts outside France, its organisers said on Friday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-26T10:59:41Z,"By Reuters Staff
PARIS (Reuters) - The 2023 Tour de France will set off from Bilbao, marking the sixth time in 10 editions that the worlds most famous cycling race starts outside France, its organis… [+463 chars]"
319,"{'id': 'reuters', 'name': 'Reuters'}",,"Airbus to avoid redundancies in Germany, France, Britain - Reuters.com","Airbus to avoid redundancies in Germany, France, Britain  Reuters.com",,2021-03-04T12:15:50Z,"FILE PHOTO: The logo of Airbus is pictured at the entrance of the Airbus facility in Bouguenais, near Nantes, France, July 2, 2020. REUTERS/Stephane Mahe
reboot-live
Reuters Staff
BERLIN (Reuters)… [+1844 chars]"
320,"{'id': 'reuters', 'name': 'Reuters'}",,France may need to impose strict lockdown - hospital professor - Reuters,France may need to impose strict lockdown - hospital professor  Reuters,,2021-03-25T10:37:40Z,"Healthcare
Reuters Staff
PARIS, March 25 (Reuters) - A strict lockdown in France may be the only way to avoid a major crisis within the hospital system, Professor Philippe Juvin from the Georges Po… [+436 chars]"
321,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/kris-holt,Sonos now has a 24-bit music streaming option,Qobuz is the first service to offer that level of audio streaming quality through Sonos speakers.,https://s.yimg.com/os/creatr-uploaded-images/2021-03/a8ff5190-7eb4-11eb-b3d7-baac4a7e9cb6,2021-03-24T13:00:56Z,Qobuz is bringing 24-bit high-res streaming to Sonos speakers. It's the first music service to offer that level of high-fidelity audio on the devices. Sonos added support for the French platform in t… [+500 chars]
322,"{'id': 'bbc-news', 'name': 'BBC News'}",,England are at 'end of an era' - Ugo Monye,Former England wing Ugo Monye says England have to face up to the end of an era and make sweeping changes after the worst Six Nations campaign in a generation.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/16AAF/production/_117674829_vunipola_getty.jpg,2021-03-23T10:59:23Z,"England had beaten Ireland in their previous four meetings before Saturday's defeat in Dublin
England are at the end of an era and need to make sweeping changes, says former wing Ugo Monye. 
Englan… [+3321 chars]"
323,"{'id': 'reuters', 'name': 'Reuters'}",,Sarkozy says he is ready to sue France before European court to prove innocence - Reuters,Sarkozy says he is ready to sue France before European court to prove innocence  Reuters,,2021-03-02T18:43:18Z,"FILE PHOTO: Former French President Nicolas Sarkozy, wearing a protective face mask, arrives for the verdict in his trial on charges of corruption and influence peddling, at Paris courthouse, France,… [+892 chars]"
324,"{'id': 'reuters', 'name': 'Reuters'}",Matthias Blamont,France uses only quarter of Astrazeneca vaccine doses: ministry - Reuters,"France has used only a quarter of its AstraZeneca COVID-19 vaccine doses, a health ministry official indicated on Tuesday, saying its utilisation rate stood at 24% as of Feb. 28, well below a target set at 80-85%.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553457152&r=LYNXMPEH210UY&w=800,2021-03-02T13:30:00Z,"PARIS (Reuters) - France has used only a quarter of its AstraZeneca COVID-19 vaccine doses, a health ministry official indicated on Tuesday, saying its utilisation rate stood at 24% as of Feb. 28, we… [+2104 chars]"
325,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France could block vaccine shipments, similar to Italy: Veran - Reuters","France could block shipments abroad of COVID-19 vaccines, similar to moves on this front by Italy, said French Health Minister Olivier Veran on Friday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T08:18:00Z,"By Reuters Staff
PARIS (Reuters) - France could block shipments abroad of COVID-19 vaccines, similar to moves on this front by Italy, said French Health Minister Olivier Veran on Friday.
Asked by B… [+421 chars]"
326,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France eases ban on AstraZeneca vaccine for over-65s - Reuters,"People in France aged over 65 with existing health problems can be given the AstraZeneca COVID-19 vaccine, France's health minister said on Monday, departing from Paris's earlier stance that the vaccine should be for under-65s only.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T20:00:00Z,"By Reuters Staff
PARIS, March 1 (Reuters) - People in France aged over 65 with existing health problems can be given the AstraZeneca COVID-19 vaccine, Frances health minister said on Monday, departi… [+1118 chars]"
327,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 23,996 new COVID-19 cases, 186 deaths - Reuters","France on Saturday reported 23,996 new confirmed COVID-19 cases in the space of 24 hours, down from 25,207 the previous day, data from the health ministry showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-02-27T20:14:00Z,"By Reuters Staff
PARIS, Feb 27 (Reuters) - France on Saturday reported 23,996 new confirmed COVID-19 cases in the space of 24 hours, down from 25,207 the previous day, data from the health ministry … [+106 chars]"
328,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France bans far-right, anti-migrant group: interior minister - Reuters","France on Wednesday banned far-right group Generation Identitaire, which is known to be hostile to migrants, for incitement to discrimination, hatred and violence, Interior Minister Gerald Darmanin said.",https://static.reuters.com/resources/r/?m=02&d=20210303&t=2&i=1553594871&r=LYNXMPEH220TD&w=800,2021-03-03T13:07:00Z,"By Reuters Staff
PARIS (Reuters) - France on Wednesday banned far-right group Generation Identitaire, which is known to be hostile to migrants, for incitement to discrimination, hatred and violence,… [+439 chars]"
329,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Rare Bernini drawing to go on sale in France - Reuters,"A rare drawing by the Italian Baroque artist Gian Lorenzo Bernini is to go on sale on March 20 at an auction house in Compiegne, the French northern city where it was discovered six months ago.",https://static.reuters.com/resources/r/?m=02&d=20210305&t=2&i=1553887726&r=LYNXMPEH24135&w=800,2021-03-05T16:28:00Z,"By Reuters Staff
PARIS (Reuters) - A rare drawing by the Italian Baroque artist Gian Lorenzo Bernini is to go on sale on March 20 at an auction house in Compiegne, the French northern city where it … [+1076 chars]"
330,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France welcomes U.S, EU tariff freeze in aircraft dispute - Reuters.com",France welcomed news on Friday that the European Union and the United States had agreed to suspend for four months tariffs imposed in a dispute over aircraft subsidies.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T17:43:00Z,"By Reuters Staff
PARIS, March 5 (Reuters) - France welcomed news on Friday that the European Union and the United States had agreed to suspend for four months tariffs imposed in a dispute over aircr… [+283 chars]"
331,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France fells oaks to rebuild the Notre-Dame spire - Reuters,"In a former royal forest, tree surgeons on Monday began felling centuries-old oak trees which will be used to rebuild the wooden-framed spire of Notre-Dame de Paris after it was destroyed by fire.",https://static.reuters.com/resources/r/?m=02&d=20210308&t=2&i=1554174580&r=LYNXMPEH271GD&w=800,2021-03-08T19:01:00Z,"By Reuters Staff
JUPILLES, France (Reuters) - In a former royal forest, tree surgeons on Monday began felling centuries-old oak trees which will be used to rebuild the wooden-framed spire of Notre-D… [+1618 chars]"
332,"{'id': 'reuters', 'name': 'Reuters'}","Dominique Vidalon, Sudip Kar-Gupta",UPDATE 2-Meridiam could buy all Suez activities in France under new Veolia offer - Reuters,UPDATE 2-Meridiam could buy all Suez activities in France under new Veolia offer  Reuters,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T13:57:00Z,"* Suez offered chance to keep French activities together
* Meridiam has confirmed interest in French business
* Suez says Veolias latest proposal lacks seriousness (Adds Suez reaction)
PARIS, Marc… [+2327 chars]"
333,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,REFILE-UPDATE 1-Meridiam could buy all Suez activities in France under new Veolia offer - Reuters,REFILE-UPDATE 1-Meridiam could buy all Suez activities in France under new Veolia offer  Reuters,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T11:14:00Z,"By Reuters Staff
(Removes extraneous line in bullet points)
* Suez offered to preserve French activities within one entity
* Meridiam has confirmed interest in taking over that entity
* Veolia no… [+2037 chars]"
334,"{'id': 'reuters', 'name': 'Reuters'}",,Germany's Merck in fresh investment to make bioreactor gear in France - Reuters UK,Germany's Merck in fresh investment to make bioreactor gear in France  Reuters UK,,2021-03-17T17:16:58Z,"FILE PHOTO: A logo of drugs and chemicals group Merck KGaA is pictured in Darmstadt, Germany January 28, 2016. REUTERS/Ralph Orlowski
Business News
Ludwig Burger
FRANKFURT (Reuters) - Germanys Mer… [+1438 chars]"
335,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France to announce new COVID-19 measures on Thursday - Reuters,"French Prime Minister Jean Castex will announce new COVID-19 measures on Thursday, government spokesman Gabriel Attal told reporters after a cabinet meeting.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-17T12:55:00Z,"By Reuters Staff
PARIS, March 17 (Reuters) - French Prime Minister Jean Castex will announce new COVID-19 measures on Thursday, government spokesman Gabriel Attal told reporters after a cabinet meet… [+64 chars]"
336,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France eases COVID-19 restrictions on international travel - Reuters,"France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T14:14:00Z,"By Reuters Staff
PARIS (Reuters) - France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.
The ministry said in a statement that t… [+1411 chars]"
337,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France proposes common US-EU taxonomy for green finance - Reuters,French Finance Minister Bruno Le Maire said that during a meeting with U.S. climate change envoy John Kerry he had proposed that the United States and Europe work on a common taxonomy for green finance.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-10T14:34:00Z,"By Reuters Staff
PARIS, March 10 (Reuters) - French Finance Minister Bruno Le Maire said that during a meeting with U.S. climate change envoy John Kerry he had proposed that the United States and Eu… [+474 chars]"
338,"{'id': 'reuters', 'name': 'Reuters'}",Dasha Afanasieva,Breakingviews - Danone CEO exit gives France governance upgrade - Reuters,Activist shareholders may find a more receptive audience in Paris. The ouster of Danone boss Emmanuel Faber shows French companies can no longer be impervious to uppity investors. Other underperformers should be nervous.,https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554929032&r=LYNXMPEH2E0UU&w=800,2021-03-15T11:37:00Z,"Company logos are seen on products displayed before French food group Danone 2019 annual results presentation in Paris, France, February 26, 2020. 
LONDON (Reuters Breakingviews) - Activist sharehol… [+2870 chars]"
339,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Parts of France enter lockdown amid confusion and frustration - Reuters,Nearly a third of French people entered a month-long lockdown on Saturday with many expressing fatigue and confusion over the latest set of restrictions aimed at containing the spread of the highly contagious coronavirus.,https://static.reuters.com/resources/r/?m=02&d=20210320&t=2&i=1555580472&r=LYNXMPEH2J087&w=800,2021-03-20T13:12:00Z,"By Reuters Staff
PARIS (Reuters) - Nearly a third of French people entered a month-long lockdown on Saturday with many expressing fatigue and confusion over the latest set of restrictions aimed at c… [+2366 chars]"
340,"{'id': 'reuters', 'name': 'Reuters'}",John Irish,France summons Chinese envoy over 'unacceptable' insults - Reuters.com,"France summoned China's ambassador on Tuesday to underscore the unacceptable nature of insults and threats aimed at French lawmakers and a researcher, and Beijing's decision to sanction some European officials, a French foreign ministry source said.",https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555888654&r=LYNXMPEH2M0WS&w=800,2021-03-23T12:40:00Z,"FILE PHOTO: Chinese Ambassador in France Lu Shaye attends the MEDEF union summer forum renamed La Rencontre des Entrepreneurs de France, LaREF, at the Paris Longchamp Racecourse in Paris, France, Aug… [+1854 chars]"
341,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 26,343 new COVID-19 cases - Reuters","France reported on Sunday 26,343 new COVID-19 cases, down from 29,759 the previous day, the latest data from the health ministry showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-14T18:06:54Z,"By Reuters Staff
PARIS, March 14 (Reuters) - France reported on Sunday 26,343 new COVID-19 cases, down from 29,759 the previous day, the latest data from the health ministry showed.
The number of p… [+310 chars]"
342,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Covid virus situation worsening everywhere in France - government - Reuters,"The COVID-19 virus situation is worsening everywhere in France, government spokesman Gabriel Attal said on Wednesday. (Reporting by Sudip Kar-Gupta, Editing by GV De Clercq)",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-24T13:14:00Z,"By Reuters Staff
PARIS, March 24 (Reuters) - The COVID-19 virus situation is worsening everywhere in France, government spokesman Gabriel Attal said on Wednesday. (Reporting by Sudip Kar-Gupta, Edit… [+19 chars]"
343,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"CORRECTED-France reports 26,788 new coronavirus cases, well below last week's 2021 high - Reuters","France reported 26,788 new coronavirus infections on Wednesday, down sharply from the 2021 high of 31,519 registered last week Wednesday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-03T17:36:00Z,"By Reuters Staff
(Corrects headline to read cases, not deaths)
PARIS, March 3 (Reuters) - France reported 26,788 new coronavirus infections on Wednesday, down sharply from the 2021 high of 31,519 r… [+152 chars]"
344,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France to summon Chinese ambassador over threats, insults - Reuters","France's foreign ministry has summoned China's ambassador over repeated insults and threats aimed at French lawmakers and a researcher, its spokeswoman said on Monday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-22T18:28:00Z,"By Reuters Staff
PARIS (Reuters) -Frances foreign ministry has summoned Chinas ambassador over repeated insults and threats aimed at French lawmakers and a researcher, its spokeswoman said on Monday… [+1669 chars]"
345,"{'id': 'reuters', 'name': 'Reuters'}",Lawrence White,Barclays expands private bank to France and Italy - Reuters,Barclays has expanded its private banking business to France and Italy as it seeks to grow its European wealth business in the wake of Britain's exit from the European Union.,https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555724576&r=LYNXMPEH2L0QR&w=800,2021-03-22T09:39:00Z,"FILE PHOTO: Workers are seen at Barclays bank offices in the Canary Wharf financial district in London, Britain, November 17, 2017. REUTERS/Toby Melville
LONDON (Reuters) - Barclays has expanded its… [+1872 chars]"
346,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France proposes common U.S.-EU rules for green finance - Reuters,"Europe and the United States should agree on common rules to determine how 'green' a financial investment is, France's finance minister said on Wednesday after talks with U.S. President Joe Biden's climate envoy.",https://static.reuters.com/resources/r/?m=02&d=20210310&t=2&i=1554408851&r=LYNXMPEH2914R&w=800,2021-03-10T15:19:00Z,"By Reuters Staff
U.S. Special Presidential Envoy for Climate John Kerry elbow bumps with French Economy and Finance Minister Bruno Le Maire as he leaves after a meeting at the Bercy Finance Ministry… [+1340 chars]"
347,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France eases COVID-19 restrictions on international travellers - Reuters,"France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T12:58:00Z,"By Reuters Staff
PARIS, March 11 (Reuters) - France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.
The ministry said in a statem… [+448 chars]"
